eigenvector,eigenvector_numpy,subgraph,katz_numpy,subgraph_exp,degree,laplacian,closeness,harmonic,betweenness,decay,eccentricity,radiality,current_flow_closeness,information,current_flow_betweenness,approx_current_flow_betweenness,communicability_betweenness,load,pagerank,second_order,proximal_betweenness,katz,beta_reach,Cluster
-0.7577594617449113,-0.7577889164830555,-0.0952389047004447,1.447047912538155,-0.09523890470044437,-0.08606491553631844,-0.1504879608508938,-1.461196940723762,-1.689942383284184,-0.09154802556839514,-1.709100883237744,0.7865181873898859,-1.668900920500055,-0.6778192787215772,-0.6778192787215772,-0.1099385345592414,-0.1086121328865395,-0.2511730381565273,-0.092669735691727,-0.08389069164682475,0.7178546986673776,-0.0632565121838061,-0.7576162017754409,-1.705519812830138,0
-0.7585452753057789,-0.758574763762308,-0.09524377198095839,1.610454030915907,-0.09524377198095806,-0.08606491553631844,-0.1484381799372923,-1.096228889235938,-1.465548002048953,-0.09154802556839514,-1.52400316631235,-1.273340782930466,-1.161518675690494,-0.7579955879905508,-0.7579955879905508,-0.1099385345592414,-0.1086121328865395,-0.2503411070616929,-0.092669735691727,-0.07852419642978524,0.8196753684393029,-0.0632565121838061,-0.7583924315855346,-1.332928971239222,0
-0.1613048652748717,-0.1613087205524558,-0.07050744413081726,-0.09865943856905643,-0.0705074441308174,-0.08606491553631844,-0.0459491342511584,0.201589902256069,0.249568287647241,-0.09154802556839514,0.2493881335716658,-1.273340782930466,0.3091544976705521,-0.4870253338426702,-0.4870253338426702,-0.1099385345592414,-0.1086121328865395,-0.1201878554308725,-0.092669735691727,-0.07885533610770633,0.4834793602586331,-0.0632565121838061,-0.1600893550935608,0.2871486102799116,0
-0.1613048652748717,-0.1613087205524558,-0.07050744413081833,-0.09865943856905522,-0.07050744413081746,-0.08606491553631844,-0.04594913425133734,0.201589902256069,0.249568287647241,-0.09154802556839514,0.2493881335716658,-1.273340782930466,0.3091544976705521,-0.4870253338426702,-0.4870253338426702,-0.1099385345592414,-0.1086121328865395,-0.1201878554308742,-0.092669735691727,-0.07885533610770633,0.4834793602586331,-0.0632565121838061,-0.1600893550935608,0.2871486102799116,0
-0.1613048652748717,-0.1613087205524558,-0.07050744413081991,-0.09865943856905607,-0.07050744413081741,-0.08606491553631844,-0.04594913425133734,0.201589902256069,0.249568287647241,-0.09154802556839514,0.2493881335716658,-1.273340782930466,0.3091544976705521,-0.4870253338426702,-0.4870253338426702,-0.1099385345592414,-0.1086121328865395,-0.1201878554308742,-0.092669735691727,-0.07885533610770633,0.4834793602586331,-0.0632565121838061,-0.1600893550935608,0.2871486102799116,0
1.060160617000725,1.060209187562488,0.1025155924776126,-0.7425356970943789,0.102515592477611,0.01353710991803287,0.07140082305937742,1.251723276931125,1.397838643598842,0.01228938440982339,1.439777043618811,0.7865181873898859,1.220971865154401,2.039699697242857,2.039699697242857,0.1097382653956869,0.1316279815753305,0.4544858893724271,0.01396904537944984,-0.001288335875731983,-1.99537757797714,-0.06172162762425652,1.058265875300059,1.329116823713927,0
-0.1613048652748717,-0.1613087205524553,-0.07050744413081722,-0.09865943856905522,-0.07050744413081744,-0.08606491553631844,-0.04594913425114349,0.201589902256069,0.249568287647241,-0.09154802556839514,0.2493881335716658,-1.273340782930466,0.3091544976705521,-0.4870253338426695,-0.4870253338426695,-0.1099385345592414,-0.1086121328865395,-0.1201878554308747,-0.092669735691727,-0.07885533610770633,0.4834793602586331,-0.0632565121838061,-0.1600893550935608,0.2871486102799116,0
-0.7577594617449113,-0.7577889164830555,-0.0952389047004447,1.447047912538155,-0.09523890470044437,-0.08606491553631844,-0.1504879608510579,-1.461196940723762,-1.689942383284184,-0.09154802556839514,-1.709100883237744,0.7865181873898859,-1.668900920500055,-0.6778192787215772,-0.6778192787215772,-0.1099385345592414,-0.1086121328865395,-0.2511730381564728,-0.092669735691727,-0.08389069164682475,0.7178546986673807,-0.0632565121838061,-0.7576162017754409,-1.705519812830138,0
-0.7577594617449113,-0.7577889164830557,-0.0952389047004447,1.447047912538155,-0.09523890470044437,-0.08606491553631844,-0.1504879608510579,-1.461196940723762,-1.689942383284184,-0.09154802556839514,-1.709100883237744,0.7865181873898859,-1.668900920500055,-0.6778192787215772,-0.6778192787215772,-0.1099385345592414,-0.1086121328865395,-0.2511730381564729,-0.092669735691727,-0.08389069164682475,0.7178546986673807,-0.0632565121838061,-0.7576162017754409,-1.705519812830138,0
-0.7577594617449113,-0.7577889164830557,-0.0952389047004447,1.447047912538154,-0.09523890470044437,-0.08606491553631844,-0.1504879608510579,-1.461196940723762,-1.689942383284184,-0.09154802556839514,-1.709100883237744,0.7865181873898859,-1.668900920500055,-0.6778192787215772,-0.6778192787215772,-0.1099385345592414,-0.1086121328865395,-0.251173038156473,-0.092669735691727,-0.08389069164682475,0.7178546986673807,-0.0632565121838061,-0.7576162017754409,-1.705519812830138,0
-0.1613048652748717,-0.1613087205524558,-0.07050744413081722,-0.09865943856905554,-0.07050744413081744,-0.08606491553631844,-0.04594913425112855,0.201589902256069,0.249568287647241,-0.09154802556839514,0.2493881335716658,-1.273340782930466,0.3091544976705521,-0.4870253338426682,-0.4870253338426682,-0.1099385345592414,-0.1086121328865395,-0.1201878554308668,-0.092669735691727,-0.07885533610770633,0.4834793602586331,-0.0632565121838061,-0.1600893550935608,0.2871486102799116,0
-0.1613048652748717,-0.1613087205524553,-0.07050744413081722,-0.09865943856905512,-0.07050744413081746,-0.08606491553631844,-0.04594913425112855,0.201589902256069,0.249568287647241,-0.09154802556839514,0.2493881335716658,-1.273340782930466,0.3091544976705521,-0.4870253338426682,-0.4870253338426682,-0.1099385345592414,-0.1086121328865395,-0.1201878554308668,-0.092669735691727,-0.07885533610770633,0.4834793602586331,-0.0632565121838061,-0.1600893550935608,0.2871486102799116,0
-0.7577594617449113,-0.7577889164830555,-0.0952389047004447,1.447047912538155,-0.09523890470044437,-0.08606491553631844,-0.150487960851043,-1.461196940723762,-1.689942383284184,-0.09154802556839514,-1.709100883237744,0.7865181873898859,-1.668900920500055,-0.6778192787215772,-0.6778192787215772,-0.1099385345592414,-0.1086121328865395,-0.251173038156473,-0.092669735691727,-0.08389069164682475,0.7178546986673807,-0.0632565121838061,-0.7576162017754409,-1.705519812830138,0
-0.7577594617449113,-0.7577889164830555,-0.0952389047004447,1.447047912538155,-0.09523890470044437,-0.08606491553631844,-0.150487960851043,-1.461196940723762,-1.689942383284184,-0.09154802556839514,-1.709100883237744,0.7865181873898859,-1.668900920500055,-0.6778192787215772,-0.6778192787215772,-0.1099385345592414,-0.1086121328865395,-0.2511730381564731,-0.092669735691727,-0.08389069164682475,0.7178546986673807,-0.0632565121838061,-0.7576162017754409,-1.705519812830138,0
-0.530799761619702,-0.5308194753012931,-0.09154825895947466,0.5040851027447285,-0.09154825895947437,-0.03626390280914281,-0.09463143095196982,-0.4718990880745117,-0.5665412135331984,0.02129684119904188,-0.5974062121229518,-1.273340782930466,-0.396768625542751,1.089527331375235,1.089527331375235,0.09150973769857289,0.09314102596934526,-0.2128638909633526,0.09555898266333294,-0.04259148944330331,-1.153117655164966,-0.05501012561276805,-0.5299773901782975,-0.4894655680475887,0
-0.7577594617449113,-0.7577889164830555,-0.0952389047004447,1.447047912538155,-0.09523890470044437,-0.08606491553631844,-0.1504879608510132,-1.461196940723762,-1.689942383284184,-0.09154802556839514,-1.709100883237744,0.7865181873898859,-1.668900920500055,-0.6778192787215772,-0.6778192787215772,-0.1099385345592414,-0.1086121328865395,-0.2511730381564761,-0.092669735691727,-0.08389069164682475,0.7178546986673847,-0.0632565121838061,-0.7576162017754409,-1.705519812830138,0
-0.7577594617449113,-0.7577889164830555,-0.0952389047004447,1.447047912538156,-0.09523890470044437,-0.08606491553631844,-0.1504879608510132,-1.461196940723762,-1.689942383284184,-0.09154802556839514,-1.709100883237744,0.7865181873898859,-1.668900920500055,-0.6778192787215785,-0.6778192787215785,-0.1099385345592414,-0.1086121328865395,-0.251173038156476,-0.092669735691727,-0.08389069164682475,0.7178546986673847,-0.0632565121838061,-0.7576162017754409,-1.705519812830138,0
